184, 22, 2, 6, 61, 0
184, 22, 2, 11, 51, 0
184, 22, 1, 12, 48, 0
184, 22, 2, 15, 59, 0
184, 22, 3, 15, 60, 0
184, 22, 0, 20, 55, 0
184, 22, 1, 25, 60, 0
184, 22, 3, 26, 60, 0
184, 22, 0, 29, 53, 0
184, 22, 2, 38, 59, 0
184, 22, 1, 39, 61, 0
184, 22, 0, 49, 59, 0
184, 22, 3, 51, 45, 0
184, 22, 3, 51, 56, 0
184, 22, 0, 54, 31, 0
184, 22, 2, 55, 40, 0
184, 22, 2, 55, 53, 0
184, 22, 1, 57, 48, 0
184, 22, 1, 61, 35, 0
184, 22, 3, 20, 42, 1
184, 22, 3, 22, 48, 1
184, 22, 0, 27, 63, 1
184, 22, 0, 32, 61, 1
184, 22, 1, 37, 47, 1
184, 22, 3, 45, 44, 1
184, 22, 1, 46, 33, 1
184, 22, 2, 47, 36, 1
184, 22, 3, 48, 42, 1
184, 22, 0, 52, 60, 1
184, 22, 1, 56, 23, 1
184, 22, 0, 58, 62, 1
184, 22, 0, 59, 24, 1
184, 22, 2, 62, 58, 1
184, 22, 3, 63, 24, 1
184, 22, 1, 63, 31, 1
184, 22, 0, 63, 38, 1
184, 22, 3, 63, 48, 1
185, 22, 0, 5, 60, 0
185, 22, 2, 6, 58, 0
185, 22, 2, 8, 60, 0
185, 22, 0, 14, 58, 0
185, 22, 3, 15, 52, 0
185, 22, 1, 15, 56, 0
185, 22, 1, 15, 58, 0
185, 22, 3, 16, 51, 0
185, 22, 2, 16, 53, 0
185, 22, 2, 16, 55, 0
185, 22, 0, 16, 57, 0
185, 22, 3, 16, 59, 0
185, 22, 0, 17, 52, 0
185, 22, 3, 17, 56, 0
185, 22, 3, 18, 52, 0
185, 22, 2, 19, 18, 0
185, 22, 0, 19, 51, 0
185, 22, 2, 19, 53, 0
185, 22, 0, 19, 55, 0
185, 22, 0, 20, 16, 0
185, 22, 3, 20, 17, 0
185, 22, 1, 20, 52, 0
185, 22, 3, 20, 54, 0
185, 22, 2, 20, 56, 0
185, 22, 2, 21, 61, 0
185, 22, 1, 22, 60, 0
185, 22, 1, 23, 18, 0
185, 22, 0, 23, 60, 0
185, 22, 2, 23, 61, 0
185, 22, 3, 24, 17, 0
185, 22, 1, 24, 60, 0
185, 22, 3, 24, 61, 0
185, 22, 2, 25, 17, 0
185, 22, 0, 25, 59, 0
185, 22, 3, 26, 21, 0
185, 22, 3, 26, 59, 0
185, 22, 1, 27, 20, 0
185, 22, 2, 27, 59, 0
185, 22, 0, 28, 19, 0
185, 22, 2, 28, 20, 0
185, 22, 1, 28, 59, 0
185, 22, 0, 28, 60, 0
185, 22, 0, 35, 61, 0
185, 22, 1, 36, 60, 0
185, 22, 2, 37, 53, 0
185, 22, 1, 37, 59, 0
185, 22, 2, 37, 61, 0
185, 22, 0, 37, 62, 0
185, 22, 3, 38, 54, 0
185, 22, 3, 38, 58, 0
185, 22, 2, 38, 60, 0
185, 22, 0, 38, 61, 0
185, 22, 2, 39, 58, 0
185, 22, 1, 39, 60, 0
185, 22, 1, 40, 59, 0
185, 22, 1, 43, 47, 0
185, 22, 3, 44, 47, 0
185, 22, 2, 45, 46, 0
185, 22, 1, 45, 48, 0
185, 22, 1, 45, 54, 0
185, 22, 0, 46, 47, 0
185, 22, 2, 46, 49, 0
185, 22, 3, 46, 54, 0
185, 22, 0, 47, 53, 0
185, 22, 2, 47, 55, 0
185, 22, 1, 48, 54, 0
185, 22, 1, 48, 55, 0
185, 22, 2, 48, 58, 0
185, 22, 3, 48, 59, 0
185, 22, 0, 48, 60, 0
185, 22, 1, 49, 31, 0
185, 22, 0, 49, 32, 0
185, 22, 2, 49, 33, 0
185, 22, 1, 49, 34, 0
185, 22, 2, 49, 56, 0
185, 22, 0, 49, 58, 0
185, 22, 2, 50, 30, 0
185, 22, 2, 50, 31, 0
185, 22, 2, 50, 33, 0
185, 22, 1, 50, 34, 0
185, 22, 2, 50, 38, 0
185, 22, 1, 50, 43, 0
185, 22, 0, 50, 44, 0
185, 22, 1, 50, 55, 0
185, 22, 1, 50, 58, 0
185, 22, 0, 51, 28, 0
185, 22, 1, 51, 29, 0
185, 22, 1, 51, 30, 0
185, 22, 3, 51, 31, 0
185, 22, 0, 51, 32, 0
185, 22, 1, 51, 33, 0
185, 22, 0, 51, 34, 0
185, 22, 3, 51, 35, 0
185, 22, 3, 51, 36, 0
185, 22, 2, 51, 44, 0
185, 22, 0, 51, 55, 0
185, 22, 3, 52, 28, 0
185, 22, 2, 52, 30, 0
185, 22, 0, 52, 37, 0
185, 22, 1, 52, 38, 0
185, 22, 3, 52, 44, 0
185, 22, 1, 52, 45, 0
185, 22, 2, 52, 46, 0
185, 22, 3, 52, 56, 0
185, 22, 2, 52, 57, 0
185, 22, 2, 53, 29, 0
185, 22, 1, 53, 30, 0
185, 22, 2, 53, 31, 0
185, 22, 0, 53, 32, 0
185, 22, 1, 53, 36, 0
185, 22, 2, 53, 38, 0
185, 22, 0, 53, 46, 0
185, 22, 0, 53, 47, 0
185, 22, 1, 53, 62, 0
185, 22, 3, 54, 28, 0
185, 22, 0, 54, 29, 0
185, 22, 3, 54, 30, 0
185, 22, 1, 54, 32, 0
185, 22, 0, 54, 36, 0
185, 22, 3, 54, 37, 0
185, 22, 2, 54, 38, 0
185, 22, 0, 54, 40, 0
185, 22, 3, 54, 41, 0
185, 22, 3, 54, 46, 0
185, 22, 2, 54, 53, 0
185, 22, 1, 54, 59, 0
185, 22, 1, 54, 61, 0
185, 22, 2, 55, 28, 0
185, 22, 3, 55, 30, 0
185, 22, 2, 55, 31, 0
185, 22, 2, 55, 32, 0
185, 22, 3, 55, 39, 0
185, 22, 3, 55, 42, 0
185, 22, 0, 55, 47, 0
185, 22, 0, 55, 48, 0
185, 22, 0, 55, 52, 0
185, 22, 0, 55, 54, 0
185, 22, 3, 55, 58, 0
185, 22, 0, 55, 60, 0
185, 22, 3, 55, 61, 0
185, 22, 2, 55, 62, 0
185, 22, 1, 56, 28, 0
185, 22, 1, 56, 29, 0
185, 22, 0, 56, 30, 0
185, 22, 2, 56, 39, 0
185, 22, 1, 56, 40, 0
185, 22, 1, 56, 41, 0
185, 22, 3, 56, 48, 0
185, 22, 2, 56, 52, 0
185, 22, 3, 56, 54, 0
185, 22, 2, 56, 59, 0
185, 22, 1, 57, 38, 0
185, 22, 2, 57, 40, 0
185, 22, 1, 57, 47, 0
185, 22, 2, 57, 49, 0
185, 22, 2, 57, 53, 0
185, 22, 0, 58, 26, 0
185, 22, 0, 58, 27, 0
185, 22, 3, 58, 28, 0
185, 22, 3, 58, 29, 0
185, 22, 0, 58, 38, 0
185, 22, 0, 58, 39, 0
185, 22, 3, 58, 40, 0
185, 22, 2, 58, 47, 0
185, 22, 0, 58, 49, 0
185, 22, 2, 59, 28, 0
185, 22, 1, 59, 29, 0
185, 22, 1, 59, 40, 0
185, 22, 0, 59, 41, 0
185, 22, 3, 59, 47, 0
185, 22, 0, 59, 48, 0
185, 22, 3, 60, 29, 0
185, 22, 0, 60, 31, 0
185, 22, 0, 60, 32, 0
185, 22, 2, 60, 33, 0
185, 22, 3, 60, 35, 0
185, 22, 0, 60, 36, 0
185, 22, 2, 60, 37, 0
185, 22, 2, 60, 39, 0
185, 22, 0, 60, 41, 0
185, 22, 0, 60, 43, 0
185, 22, 0, 60, 44, 0
185, 22, 1, 60, 54, 0
185, 22, 1, 60, 55, 0
185, 22, 3, 61, 29, 0
185, 22, 2, 61, 30, 0
185, 22, 1, 61, 31, 0
185, 22, 1, 61, 33, 0
185, 22, 2, 61, 34, 0
185, 22, 3, 61, 37, 0
185, 22, 3, 61, 41, 0
185, 22, 2, 61, 42, 0
185, 22, 1, 61, 43, 0
185, 22, 3, 61, 53, 0
185, 22, 0, 61, 54, 0
185, 22, 0, 62, 33, 0
185, 22, 1, 62, 34, 0
185, 22, 0, 62, 35, 0
185, 22, 2, 62, 42, 0
185, 22, 2, 62, 52, 0
185, 22, 3, 62, 53, 0
185, 22, 2, 11, 12, 1
185, 22, 3, 12, 15, 1
185, 22, 3, 12, 19, 1
185, 22, 0, 12, 20, 1
185, 22, 1, 12, 25, 1
185, 22, 1, 13, 11, 1
185, 22, 1, 13, 14, 1
185, 22, 2, 13, 16, 1
185, 22, 2, 13, 20, 1
185, 22, 0, 13, 22, 1
185, 22, 0, 14, 14, 1
185, 22, 3, 14, 15, 1
185, 22, 1, 14, 20, 1
185, 22, 3, 14, 21, 1
185, 22, 0, 15, 11, 1
185, 22, 3, 15, 12, 1
